Time,Count
1679527631.808689,8
1679527641.8126767,2
1679527651.8229318,153
1679527661.833192,57
1679527671.8434284,34
1679527681.8536294,16
1679527691.8638592,2
1679527701.8741112,8
1679527711.8843627,3
1679527721.8946123,8
1679527731.904856,19
1679527741.9150996,18
1679527751.9253402,20
