Time,Count
1679526230.5135858,12
1679526240.5238492,13
1679526250.5341227,3
1679526260.5443766,6
1679526270.5546308,9
1679526280.5648963,0
1679526290.5751817,0
1679526300.5854335,11
1679526310.595687,28
1679526320.6059432,4
1679526330.6162066,5
1679526340.626513,7
1679526350.6366887,12
