PM1,PM2.5,PM10,Tempature,Gas,Humidity,Pressure,Altitude,Time in Seconds,Time
0,1,1,23.3372265625,38324,17.17583256267761,1012.2549458183971,8.287802076095968,1676507264.7203991,2023-02-15 16:27:44.720408
0,0,0,23.3372265625,38638,17.17103956276829,1012.2583297539369,8.259606114905921,1676507265.9129093,2023-02-15 16:27:45.912917
0,0,0,23.3372265625,38463,17.166246762894474,1012.2583297539369,8.259606114905921,1676507267.1123576,2023-02-15 16:27:47.112366
0,0,0,23.336640625,38568,17.180595519313623,1012.2590281238403,8.253787097877119,1676507268.3061738,2023-02-15 16:27:48.306179
0,0,0,23.33546875,38603,17.170948878658447,1012.2655007461068,8.19985551948714,1676507269.4994276,2023-02-15 16:27:49.499433
0,0,0,23.33390625,38958,17.16128295774274,1012.2780787731931,8.095052912853818,1676507270.6926627,2023-02-15 16:27:50.692668
0,0,0,23.33234375,39102,17.146825981886018,1012.2788130370571,8.088934913849656,1676507271.8859248,2023-02-15 16:27:51.885931
0,1,1,23.3309765625,38744,17.14196382203973,1012.2798784943437,8.080057366900252,1676507273.0849452,2023-02-15 16:27:53.084954
0,1,1,23.3294140625,39283,17.132300541713118,1012.2789207812515,8.088037173018181,1676507274.2844927,2023-02-15 16:27:54.284502
0,1,1,23.3284375,39319,17.127459179715792,1012.2755727948017,8.11593313579065,1676507275.484082,2023-02-15 16:27:55.484089
0,0,0,23.326875,39138,17.117797227479176,1012.2830747894451,8.053425410998631,1676507276.6768823,2023-02-15 16:27:56.676891
0,0,0,23.3253125,39246,17.117716849305786,1012.2804251075831,8.075502907860235,1676507277.876434,2023-02-15 16:27:57.876443
0,0,0,23.3247265625,39429,17.11289626928957,1012.2777395407485,8.097879450766829,1676507279.0693996,2023-02-15 16:27:59.069409
0,0,0,23.3243359375,39392,17.10329591319526,1012.2838448648986,8.04700905007908,1676507280.2623272,2023-02-15 16:28:00.262336
0,0,0,23.32375,39392,17.09847596880531,1012.2845431648963,8.04119073426774,1676507281.4617522,2023-02-15 16:28:01.461761
0,0,0,23.322578125,39650,17.10799556894551,1012.2893236198477,8.001359521654066,1676507282.6548436,2023-02-15 16:28:02.654853
0,0,0,23.321796875,39502,17.107955401619602,1012.2846149055272,8.040592983270539,1676507283.854526,2023-02-15 16:28:03.854534
0,0,0,23.3196484375,39502,17.103054970082578,1012.2809715677884,8.07094972591628,1676507285.053959,2023-02-15 16:28:05.053967
0,0,0,23.3180859375,39762,17.117345117368426,1012.2698622743167,8.1635142853466,1676507286.2536397,2023-02-15 16:28:06.253649
0,1,1,23.3165234375,39613,17.107684280769075,1012.2655206850884,8.199689383122493,1676507287.4464996,2023-02-15 16:28:07.446510
0,1,1,23.3159375,39837,17.1076541571548,1012.2645270592152,8.20796851500561,1676507288.647562,2023-02-15 16:28:08.647569
0,1,1,23.314765625,39725,17.107593910481047,1012.2709993586938,8.154039863374294,1676507289.8418348,2023-02-15 16:28:09.841844
0,1,1,23.3137890625,39987,17.112333803177567,1012.2625756740279,8.224227949051683,1676507291.0421233,2023-02-15 16:28:11.042131
0,1,1,23.3128125,40176,17.10749350100201,1012.2727629657006,8.139345142443846,1676507292.2445526,2023-02-15 16:28:12.244561
0,1,1,23.31125,39987,17.11699350495297,1012.271805169629,8.147325685382228,1676507293.4429536,2023-02-15 16:28:13.442963
0,0,0,23.310859375,39987,17.112183153556582,1012.267758944384,8.181039687646678,1676507294.6424842,2023-02-15 16:28:14.642493
0,0,0,23.309296875,40176,17.12647412882146,1012.2600335670317,8.245409464417758,1676507295.842238,2023-02-15 16:28:15.842247
0,0,0,23.308125,40291,17.11204255141611,1012.259738202332,8.247870524882353,1676507297.0422082,2023-02-15 16:28:17.042217
0,0,0,23.3071484375,40291,17.121572961883434,1012.2597740428455,8.247571891771011,1676507298.2417974,2023-02-15 16:28:18.241806
0,1,1,23.306171875,40368,17.116732323461914,1012.2615017663688,8.233176029622886,1676507299.4411526,2023-02-15 16:28:19.441160
0,1,1,23.304609375,40522,17.111861783155106,1012.2690033789294,8.170670784893574,1676507300.6409726,2023-02-15 16:28:20.640980
0,1,1,23.3040234375,40600,17.10704168377552,1012.2747772665939,8.122561616033677,1676507301.8354447,2023-02-15 16:28:21.835454
0,1,1,23.3034375,40522,17.107011564106628,1012.2805511435482,8.074452758603966,1676507303.03641,2023-02-15 16:28:23.036418
0,1,1,23.3024609375,40992,17.10217161324003,1012.2772031744203,8.102348540669363,1676507304.2293308,2023-02-15 16:28:24.229339
0,1,1,23.301875,40795,17.097351957361088,1012.271133891118,8.152918911987475,1676507305.4224133,2023-02-15 16:28:25.422422
0,1,1,23.30109375,40756,17.092522484713136,1012.2698090282641,8.163957942668187,1676507306.615558,2023-02-15 16:28:26.615567
0,1,1,23.3008984375,40874,17.097301784286323,1012.2660940643711,8.194911850796,1676507307.8151019,2023-02-15 16:28:27.815109
0,0,0,23.3003125,41112,17.0829043085423,1012.2735597843421,8.132705899383643,1676507309.0146,2023-02-15 16:28:29.014608
0,0,0,23.298359375,40992,17.10196083568794,1012.2719394826299,8.146206562996868,1676507310.2140367,2023-02-15 16:28:30.214044
0,0,0,23.2973828125,41112,17.097121165468835,1012.2736671269791,8.131811500631462,1676507311.4133956,2023-02-15 16:28:31.413404
0,0,0,23.29640625,41514,17.087492647178163,1012.2753947619914,8.117416535955266,1676507312.6127884,2023-02-15 16:28:32.612797
0,0,0,23.295234375,41393,17.087432473168302,1012.2734074479376,8.1339751946814,1676507313.8057337,2023-02-15 16:28:33.805743
0,0,0,23.295234375,41312,17.097010790578654,1012.2784830277109,8.0916846018339,1676507314.9987154,2023-02-15 16:28:34.998725
0,0,1,23.29484375,41393,17.092201468984946,1012.2727450101747,8.139494751314135,1676507316.191719,2023-02-15 16:28:36.191727
0,0,1,23.2942578125,41393,17.09696062099562,1012.2734432109523,8.133677210569147,1676507317.3912847,2023-02-15 16:28:37.391292
0,0,1,23.29328125,41555,17.092121218338427,1012.278554534166,8.091088799133274,1676507318.584348,2023-02-15 16:28:38.584357
0,0,1,23.2930859375,41678,17.0969004181738,1012.286682586679,8.023364846403348,1676507319.7838705,2023-02-15 16:28:39.783879
0,0,1,23.292109375,41555,17.11600912417521,1012.2850264678902,8.037163800096016,1676507320.9776442,2023-02-15 16:28:40.977653
0,0,1,23.2911328125,41719,17.10158948775976,1012.2918295998519,7.9804795149387076,1676507322.1704752,2023-02-15 16:28:42.170484
0,0,1,23.290546875,41637,17.101559379700998,1012.2891440729115,8.002855521324886,1676507323.3698533,2023-02-15 16:28:43.369862
0,0,1,23.2895703125,41925,17.09193062832016,1012.2925634838936,7.974364747927073,1676507324.5642173,2023-02-15 16:28:44.564227
0,0,1,23.2895703125,41842,17.106298785927088,1012.2874879456454,8.01665451848529,1676507325.7666996,2023-02-15 16:28:45.766708
0,0,1,23.2891796875,41801,17.09669974744147,1012.2902091849136,7.993980924669323,1676507326.9605343,2023-02-15 16:28:46.960543
0,0,1,23.288203125,41966,17.0918604128137,1012.2817856845498,8.064166396248641,1676507328.1554186,2023-02-15 16:28:48.155427
0,0,1,23.2880078125,42133,17.087061416438925,1012.2865299854361,8.024636335035229,1676507329.3491125,2023-02-15 16:28:49.349122
0,0,1,23.28703125,42217,17.08701127579331,1012.2831820184824,8.052531965578751,1676507330.549351,2023-02-15 16:28:50.549360
0,0,1,23.286640625,42217,17.07262557572503,1012.2825195686279,8.058051579809192,1676507331.7429738,2023-02-15 16:28:51.742983
0,0,1,23.2860546875,42302,17.091750076193687,1012.2916769145507,7.9817516987196955,1676507332.943205,2023-02-15 16:28:52.943212
0,1,1,23.2844921875,42302,17.082092192138717,1012.2907189247428,7.989733735147871,1676507334.1359959,2023-02-15 16:28:54.136005
0,1,1,23.284296875,42302,17.08687088471609,1012.288695864161,8.006590034009406,1676507335.3289113,2023-02-15 16:28:55.328920
0,1,1,23.285078125,42599,17.101278380069246,1012.2900207751267,7.995550769222061,1676507336.5287035,2023-02-15 16:28:56.528713
0,1,1,23.2844921875,42429,17.106037794479523,1012.2822597613402,8.060216327100289,1676507337.7284672,2023-02-15 16:28:57.728475
0,1,1,23.2844921875,42556,17.110827515082903,1012.2805679289714,8.074312900124676,1676507338.927995,2023-02-15 16:28:58.928002
