Time,Count
1679525500.037781,2
1679525510.0481718,13
1679525520.0585263,2
1679525530.068912,4
1679525540.0791826,0
1679525550.0895016,2
1679525560.0997448,10
1679525570.110072,6
1679525580.120296,2
1679525590.1305547,336
1679525600.1408257,7
1679525610.1499798,5
1679525620.1602347,2
