Time,Count
1679528336.192702,13
1679528346.202943,20
1679528356.2132225,1452
1679528366.2234685,437
1679528376.2337239,1
1679528386.2439604,20
1679528396.254215,11
1679528406.264618,27
1679528416.2748756,3
1679528426.2851267,28
1679528436.2954483,10
1679528446.3056934,24
1679528456.315938,11
