Time,Count
1679526674.4931035,2
1679526684.5033607,9
1679526694.5136325,2
1679526704.523903,9
1679526714.5341535,7
1679526724.5444617,10
1679526734.5547917,9
1679526744.5650418,17
1679526754.5752876,16
1679526764.5806873,7
1679526774.5909271,6
1679526784.6011844,13
1679526794.6114457,11
