Time,Count
1679525250.8264828,9
1679525260.8367305,4
1679525270.8469825,8
1679525280.8572166,7
1679525290.8674934,5
1679525300.8777409,23
1679525310.8879743,13
1679525320.89822,2
1679525330.908529,9
1679525340.9188077,6
1679525350.9291055,18
1679525360.9393685,8
1679525370.9496076,7
