Time,Count
1679524914.819652,2
1679524924.8299055,3
1679524934.8401635,2
1679524944.8486695,6
1679524954.8589087,5
1679524964.8691483,31
1679524974.879384,9
1679524984.8896322,9
1679524994.899927,12
1679525004.910174,2
1679525014.920424,6
1679525024.930761,14
1679525034.9410102,23
