PM1,PM2.5,PM10,Tempature,Gas,Humidity,Pressure,Altitude,TimeinSeconds,Time
7,10,10,23.7216015625,57409,26.414306174789136,996.9023622512157,137.00302420548965,1677111104.3912554,2023-02-22 16:11:44.391263
7,10,10,23.7532421875,58118,26.468386536144934,996.8824584484205,137.17093522101973,1677111105.5856411,2023-02-22 16:11:45.585650
7,10,10,23.7770703125,56755,26.54777013050729,996.8698047792936,137.27768459691598,1677111106.7865872,2023-02-22 16:11:46.786595
7,10,11,23.7940625,57022,26.668110449833218,996.8660361413332,137.30947793917346,1677111107.9862611,2023-02-22 16:11:47.986269
7,10,11,23.8223828125,58039,26.83609108818324,996.8727260466969,137.25303998976145,1677111109.1789384,2023-02-22 16:11:49.178948
7,10,11,23.840546875,58238,26.91528553950663,996.8827575405559,137.16841202158082,1677111110.3718133,2023-02-22 16:11:50.371823
7,11,11,23.8520703125,58601,26.781332577672448,996.881696553581,137.17736271687514,1677111111.571348,2023-02-22 16:11:51.571357
7,11,11,23.88390625,58682,26.61798432522758,996.8908674490116,137.09999548982285,1677111112.7654734,2023-02-22 16:11:52.765481
7,11,11,23.8833203125,58927,26.550650099190165,996.8932737096641,137.07969596287006,1677111113.965856,2023-02-22 16:11:53.965864
8,10,10,23.87453125,59091,26.374158657107326,996.8802864962661,137.18925825030692,1677111115.1601396,2023-02-22 16:11:55.160148
8,10,10,23.83078125,60183,26.236576412621503,996.886753990051,137.13469725500374,1677111116.3530853,2023-02-22 16:11:56.353094
8,10,10,23.74640625,61539,25.931239529908037,996.852426382144,137.42429469535793,1677111117.5525026,2023-02-22 16:11:57.552510
8,10,10,23.6114453125,63287,25.4946469061495,996.8401525973852,137.52784178583295,1677111118.7519119,2023-02-22 16:11:58.751920
8,10,10,23.4425,64198,25.08284853810324,996.8538944516553,137.4119094791328,1677111119.9513211,2023-02-22 16:11:59.951329
8,10,10,23.255,63715,24.589802930354253,996.8534011207837,137.41607141223167,1677111121.1506422,2023-02-22 16:12:01.150651
7,10,10,23.08078125,63572,24.23183772018385,996.8597416680767,137.36258019057814,1677111122.3501213,2023-02-22 16:12:02.350129
7,10,10,22.855,64986,23.96775441588017,996.8591543500347,137.36753501304509,1677111123.5495434,2023-02-22 16:12:03.549551
7,10,10,22.6501171875,64639,23.670534672946676,996.839239271562,137.53554704871596,1677111124.7489247,2023-02-22 16:12:04.748933
7,10,10,22.4409375,64590,23.555407253525708,996.8322287743559,137.59469121872556,1677111125.948409,2023-02-22 16:12:05.948417
7,10,10,22.21828125,65590,23.484928206999424,996.8311800852422,137.60353852989277,1677111127.1480863,2023-02-22 16:12:07.148095
7,10,10,21.9833203125,66885,23.46912418438449,996.8211336528525,137.68829607420855,1677111128.3475463,2023-02-22 16:12:08.347555
8,10,10,21.751484375,67364,23.368042776777834,996.8396998007753,137.53166179855032,1677111129.546981,2023-02-22 16:12:09.546988
8,10,10,21.5192578125,67579,23.277176204430024,996.8523033752641,137.42533243081542,1677111130.7400255,2023-02-22 16:12:10.740034
8,10,10,21.33078125,67579,23.104094424030023,996.848591384934,137.45664832139275,1677111131.9407225,2023-02-22 16:12:11.940730
7,9,9,21.155390625,68233,23.06748453156301,996.8497929779633,137.44651117370574,1677111133.1349723,2023-02-22 16:12:13.134980
7,9,9,20.9926953125,67418,22.976674598711572,996.8519101228567,137.4286500668169,1677111134.3359168,2023-02-22 16:12:14.335925
7,9,9,20.875703125,65692,22.98904712175488,996.8327883231196,137.5899705644042,1677111135.5293489,2023-02-22 16:12:15.529357
7,9,9,20.785859375,65590,23.268757710884117,996.8287899917564,137.6237026853617,1677111136.73057,2023-02-22 16:12:16.730578
7,9,9,20.692890625,66885,23.563870757340258,996.8161516477431,137.7303274222298,1677111137.9240487,2023-02-22 16:12:17.924058
7,9,9,20.6024609375,66938,23.567894831778652,996.7774238422676,138.05706549900344,1677111139.1251872,2023-02-22 16:12:19.125194
7,9,9,20.4856640625,66780,23.630480546008815,996.7534030806842,138.25972860818695,1677111140.3249972,2023-02-22 16:12:20.325005
7,9,9,20.3925,66413,23.694654847426182,996.7184474631935,138.55465613578423,1677111141.517792,2023-02-22 16:12:21.517800
7,9,9,20.3016796875,67525,24.182298228286527,996.7513527348592,138.2770275542915,1677111142.7186322,2023-02-22 16:12:22.718642
6,8,8,20.2122265625,68288,24.262042507866337,996.7663100284548,138.15083222853735,1677111143.9131913,2023-02-22 16:12:23.913200
6,8,8,20.116328125,68731,24.174758731945857,996.8108040880554,137.7754430092951,1677111145.1061482,2023-02-22 16:12:25.106157
6,8,8,20.0346875,69067,24.234819901388157,996.8219544022603,137.68137172910227,1677111146.2995687,2023-02-22 16:12:26.299576
6,8,8,19.96828125,68899,23.968166451508882,996.8014274717119,137.85455088382548,1677111147.4921558,2023-02-22 16:12:27.492164
