Time,Count
1679527024.2348719,11
1679527034.2451239,35
1679527044.2553818,13
1679527054.2656338,20
1679527064.2758887,16
1679527074.2861369,29
1679527084.2963939,21
1679527094.3067129,14
1679527104.317027,21
1679527114.327293,3
1679527124.3375978,5
1679527134.3478744,14
1679527144.3581462,12
