Time,Count
1679528101.8789196,1
1679528111.889163,17
1679528121.899477,8
1679528131.9097865,9
1679528141.9200947,2
1679528151.9303324,3
1679528161.940693,3
1679528171.9509032,19
1679528181.9611864,3
1679528191.9714918,8
1679528201.9817555,17
1679528211.9920743,9
1679528222.002346,17
